accountid,cred_date,date_ref,tempo_de_casa,max_machine,assunto_short,waitingtime,pesquisa_sat
17549,123,39,9.0,1,1,7.0,1
17549,123,39,9.0,1,1,7.0,1
17549,123,39,9.0,1,3,7.0,1
17550,14,70,5.0,3,1,4.0,1
17551,253,223,52.0,2,7,6.0,2
17551,253,223,52.0,2,1,10.0,1
17552,33,14,30.0,3,2,7.0,1
17552,33,27,114.0,3,4,13.0,1
17553,18,174,28.0,1,2,7.0,1
17553,18,132,31.0,1,3,4.0,1
17554,113,22,1.0,3,3,7.0,1
17554,113,22,1.0,3,2,7.0,1
17555,26,123,19.0,2,7,24.0,1
17556,5,26,91.0,1,7,4.0,1
17557,60,138,11.0,3,2,7.0,1
17557,60,92,13.0,3,6,28.0,1
17558,224,155,8.0,3,2,6.0,1
17559,68,31,84.0,3,10,16.0,1
17560,63,169,40.0,2,7,10.0,2
17560,63,198,66.0,2,6,7.0,2
17561,12,92,-1.0,1,4,4.0,1
17561,12,38,3.0,1,3,10.0,1
17562,105,89,81.0,2,1,48.0,1
17563,88,113,69.0,1,1,5.0,1
17564,123,147,7.0,2,2,11.0,1
17565,155,49,84.0,3,1,9.0,1
17565,155,58,107.0,3,1,28.0,1
17566,9,112,13.0,1,1,4.0,1
17566,9,112,13.0,1,1,8.0,1
17566,9,18,95.0,1,2,2.0,1
17567,176,95,0.0,1,3,18.0,5
17568,3,115,-22.0,2,4,298.0,1
17569,145,108,17.0,1,8,8.0,1
17570,157,89,-1.0,1,8,8.0,1
17570,157,89,-1.0,1,4,8.0,1
17571,49,88,7.0,1,3,3.0,1
17571,49,88,7.0,1,12,3.0,1
17571,49,12,8.0,1,2,9.0,1
17571,49,12,8.0,1,2,9.0,1
17571,49,69,11.0,1,1,14.0,1
17571,49,16,15.0,1,2,5.0,1
17572,147,51,8.0,2,1,12.0,1
17572,147,58,9.0,2,8,19.0,1
17572,147,58,9.0,2,2,19.0,1
17572,147,39,14.0,2,1,3.0,1
17572,147,39,14.0,2,10,3.0,1
17572,147,39,14.0,2,2,3.0,1
17573,1,156,47.0,3,2,5.0,1
17574,291,141,238.0,1,2,24.0,1
17575,157,89,-1.0,1,4,0.0,1
17576,41,155,15.0,3,8,5.0,1
17576,41,28,19.0,3,8,10.0,1
17576,41,118,77.0,3,8,4.0,1
17577,73,17,15.0,2,1,8.0,1
17577,73,136,16.0,2,7,2.0,1
17578,161,72,12.0,1,1,22.0,1
17578,161,10,17.0,1,1,22.0,1
17578,161,70,19.0,1,12,4.0,1
17578,161,70,19.0,1,1,16.0,1
17579,64,21,11.0,1,3,18.0,1
17579,64,89,13.0,1,2,36.0,1
17580,141,123,11.0,1,2,8.0,1
17580,141,207,15.0,1,1,8.0,1
17580,141,58,27.0,1,6,5.0,1
17581,26,31,-1.0,3,4,7.0,1
17581,26,63,41.0,3,7,2.0,1
17582,174,151,8.0,1,1,19.0,1
17583,224,79,106.0,2,1,21.0,1
17584,28,44,170.0,1,8,17.0,1
17584,28,44,170.0,1,2,17.0,1
17584,28,173,191.0,1,1,5.0,1
17585,54,96,8.0,3,2,3.0,1
17586,3,110,7.0,1,2,6.0,1
17586,3,110,7.0,1,2,6.0,1
17587,38,136,25.0,2,1,7.0,1
17587,38,135,48.0,2,1,2.0,1
17587,38,135,48.0,2,1,2.0,1
17587,38,135,48.0,2,7,2.0,1
17587,38,135,48.0,2,7,9.0,1
17588,55,96,7.0,2,3,3.0,1
17588,55,110,8.0,2,2,9.0,1
17589,130,78,12.0,2,6,3.0,1
17590,3,150,-1.0,2,4,13.0,1
17590,3,64,4.0,2,2,3.0,1
17590,3,64,4.0,2,2,10.0,1
17591,78,155,73.0,3,2,16.0,1
17591,78,90,147.0,3,1,2.0,1
17592,38,69,-1.0,2,4,2.0,1
17592,38,58,2.0,2,8,9.0,1
17593,48,82,-1.0,2,4,2.0,1
17594,139,42,11.0,1,2,13.0,2
17594,139,42,11.0,1,2,13.0,1
17594,139,42,11.0,1,7,13.0,1
17594,139,117,18.0,1,2,17.0,2
17594,139,32,91.0,1,2,10.0,1
17595,379,68,93.0,4,1,8.0,2
17595,379,121,94.0,4,7,25.0,2
17595,379,120,149.0,4,1,8.0,2
17596,313,155,331.0,2,3,5.0,1
17597,145,84,29.0,1,1,11.0,1
17597,145,7,36.0,1,3,15.0,1
17597,145,63,44.0,1,1,4.0,1
17597,145,59,47.0,1,2,12.0,1
17598,297,43,336.0,4,2,25.0,1
17599,266,70,8.0,2,3,13.0,1
17600,368,61,166.0,2,2,7.0,1
17601,77,43,9.0,1,1,3.0,1
17601,77,3,46.0,1,6,24.0,1
17601,77,127,47.0,1,2,4.0,1
17601,77,127,47.0,1,6,6.0,1
17601,77,141,78.0,1,2,86.0,1
17601,77,141,78.0,1,2,86.0,1
17602,48,9,0.0,2,3,5.0,1
17603,197,77,0.0,3,2,34.0,2
17603,197,108,57.0,3,1,14.0,1
17604,201,206,9.0,1,3,14.0,2
17604,201,160,14.0,1,1,8.0,2
17604,201,160,14.0,1,2,8.0,1
17604,201,86,189.0,1,1,40.0,1
17604,201,86,189.0,1,3,40.0,1
17605,11,88,26.0,3,8,6.0,1
17606,77,49,28.0,3,1,93.0,1
17606,77,49,28.0,3,1,93.0,1
17606,77,49,28.0,3,1,93.0,1
17607,156,61,45.0,3,3,11.0,1
17608,174,177,-2.0,3,3,25.0,2
17608,174,38,11.0,3,1,11.0,1
17608,174,38,11.0,3,1,11.0,1
17608,174,38,11.0,3,2,11.0,1
17608,174,38,11.0,3,2,11.0,1
17608,174,38,11.0,3,1,24.0,1
17608,174,39,75.0,3,2,12.0,1
17608,174,80,82.0,3,1,2.0,1
17609,1,1,3.0,3,1,12.0,1
17609,1,100,12.0,3,3,11.0,1
17609,1,173,20.0,3,2,65.0,1
17609,1,115,44.0,3,2,8.0,1
17609,1,156,47.0,3,2,3.0,1
17609,1,113,84.0,3,11,2.0,1
17609,1,113,84.0,3,3,2.0,1
17609,1,113,84.0,3,2,2.0,1
17610,90,51,7.0,1,1,34.0,1
17610,90,63,14.0,1,3,6.0,1
17611,13,60,7.0,1,3,4.0,1
17612,141,108,6.0,1,1,10.0,1
17612,141,4,29.0,1,10,4.0,1
17612,141,4,29.0,1,4,4.0,1
17612,141,115,34.0,1,14,5.0,1
17612,141,115,34.0,1,3,6.0,1
17612,141,9,68.0,1,1,10.0,1
17613,22,49,36.0,3,1,10.0,1
17613,22,49,36.0,3,2,10.0,1
17614,39,65,5.0,1,3,86.0,1
17614,39,55,20.0,1,1,15.0,1
17614,39,110,78.0,1,2,4.0,1
17615,333,149,33.0,2,2,14.0,2
17616,38,141,29.0,2,3,75.0,1
17616,38,150,30.0,2,3,6.0,1
17617,223,52,7.0,2,2,9.0,1
17617,223,60,8.0,2,12,3.0,1
17617,223,2,9.0,2,1,7.0,1
17618,127,106,-1.0,3,1,7.0,1
17618,127,106,-1.0,3,4,7.0,1
17619,2,48,10.0,3,2,9.0,1
17619,2,114,14.0,3,1,4.0,1
17619,2,114,14.0,3,3,4.0,1
17619,2,114,14.0,3,6,4.0,1
17619,2,137,48.0,3,3,6.0,1
17620,140,80,98.0,2,8,11.0,1
17620,140,80,98.0,2,8,11.0,1
17621,69,9,7.0,2,10,5.0,1
17622,75,182,28.0,2,1,30.0,1
17623,88,55,0.0,3,8,198.0,1
17623,88,25,43.0,3,1,12.0,1
17623,88,25,43.0,3,1,12.0,1
17624,103,63,9.0,2,2,39.0,1
17624,103,115,10.0,2,2,5.0,1
17624,103,115,10.0,2,6,5.0,1
17624,103,162,32.0,2,3,5.0,1
17625,232,47,82.0,3,1,10.0,1
17626,101,70,9.0,2,3,19.0,1
17627,13,90,14.0,1,8,9.0,1
17627,13,90,14.0,1,3,9.0,1
17627,13,64,21.0,1,3,18.0,1
17628,94,28,4.0,2,1,11.0,1
17628,94,28,4.0,2,2,11.0,1
17628,94,28,4.0,2,2,11.0,1
17629,232,45,26.0,3,1,11.0,2
17629,232,45,26.0,3,2,11.0,1
17629,232,103,39.0,3,1,5.0,5
17629,232,103,39.0,3,1,5.0,1
17629,232,177,40.0,3,2,11.0,2
17629,232,1,78.0,3,2,27.0,1
17630,135,174,67.0,1,2,5.0,1
17630,135,133,84.0,1,2,7.0,1
17631,209,150,265.0,2,11,16.0,1
17632,85,95,-6.0,2,1,5.0,2
17632,85,95,-6.0,2,3,5.0,2
17632,85,213,-4.0,2,2,12.0,2
17632,85,46,-2.0,2,8,18.0,2
17632,85,179,5.0,2,3,14.0,4
17632,85,167,14.0,2,2,23.0,2
17632,85,142,47.0,2,1,40.0,1
17632,85,80,117.0,2,1,7.0,1
17632,85,9,146.0,2,2,6.0,1
17633,197,103,5.0,1,3,92.0,2
17633,197,35,7.0,1,2,28.0,2
17633,197,36,8.0,1,1,9.0,1
17633,197,36,8.0,1,1,9.0,2
17633,197,36,8.0,1,14,9.0,1
17634,62,9,6.0,1,2,9.0,1
17634,62,135,11.0,1,1,2.0,1
17635,89,162,28.0,2,1,10.0,1
17636,197,103,5.0,1,2,6.0,2
17636,197,23,27.0,1,3,5.0,1
17636,197,21,89.0,1,1,12.0,1
17636,197,194,109.0,1,1,5.0,1
17637,125,23,18.0,1,2,11.0,1
17637,125,80,81.0,1,1,6.0,1
17638,38,60,21.0,2,3,5.0,1
17638,38,2,22.0,2,3,8.0,1
17638,38,82,42.0,2,2,13.0,1
17639,71,23,6.0,3,3,15.0,1
17639,71,48,61.0,3,2,4.0,1
17640,48,113,6.0,2,8,8.0,1
17641,84,8,0.0,3,3,12.0,1
17642,15,103,0.0,3,3,6.0,2
17642,15,13,17.0,3,1,15.0,1
17642,15,13,17.0,3,2,15.0,1
17643,72,59,7.0,2,2,10.0,1
17644,12,13,6.0,3,1,6.0,1
17644,12,13,6.0,3,1,6.0,1
17644,12,13,6.0,3,2,6.0,1
17644,12,13,6.0,3,2,6.0,1
17644,12,13,6.0,3,3,14.0,1
17644,12,155,14.0,3,2,3.0,1
17644,12,85,15.0,3,3,9.0,1
17644,12,106,21.0,3,3,14.0,1
17644,12,106,21.0,3,7,14.0,1
17644,12,1,28.0,3,2,15.0,1
17644,12,1,28.0,3,2,15.0,1
17645,69,78,0.0,1,3,2.0,1
17645,69,110,2.0,1,1,2.0,1
17645,69,110,2.0,1,1,2.0,1
17645,69,110,2.0,1,8,2.0,1
17645,69,110,2.0,1,8,2.0,1
17646,48,82,-1.0,2,2,16.0,1
17647,55,78,6.0,2,3,13.0,1
17647,55,135,18.0,2,2,54.0,1
17648,114,55,12.0,1,1,15.0,1
17648,114,55,12.0,1,2,15.0,1
17649,10,39,6.0,1,3,203.0,1
17650,197,120,12.0,2,4,13.0,1
17650,197,120,12.0,2,7,13.0,2
17650,197,51,77.0,2,10,12.0,1
17651,126,81,5.0,3,3,6.0,1
17651,126,13,23.0,3,2,85.0,1
17652,72,182,14.0,1,2,19.0,1
17653,10,114,9.0,1,3,5.0,1
17654,27,40,46.0,3,1,15.0,1
17655,72,89,11.0,1,3,12.0,1
17655,72,2,18.0,1,3,6.0,1
17655,72,2,18.0,1,2,6.0,1
17655,72,64,31.0,1,7,2.0,1
17655,72,137,40.0,1,1,2.0,1
17656,149,17,29.0,1,1,6.0,1
17657,46,149,-2.0,1,4,11.0,2
17657,46,84,73.0,1,3,8.0,1
17657,46,88,75.0,1,3,19.0,1
17657,46,39,87.0,1,2,9.0,1
17658,55,82,12.0,2,1,27.0,1
17659,57,65,10.0,2,3,24.0,1
17660,12,34,-2.0,2,4,14.0,1
17660,12,142,4.0,2,2,5.0,1
17661,222,199,5.0,1,2,14.0,5
17661,222,122,25.0,1,1,12.0,3
17662,40,27,-1.0,2,4,7.0,1
17663,250,135,7.0,3,3,11.0,1
17663,250,10,15.0,3,11,70.0,1
17664,195,55,-1.0,3,4,11.0,1
17664,195,123,5.0,3,2,8.0,1
17665,126,148,118.0,3,2,13.0,1
17666,73,89,6.0,3,3,7.0,1
17667,38,5,32.0,2,2,11.0,1
17668,197,34,14.0,3,1,4.0,1
17668,197,188,18.0,3,1,19.0,1
17668,197,111,23.0,3,1,20.0,1
17669,73,78,27.0,3,1,3.0,1
17669,73,78,27.0,3,4,3.0,1
17670,83,43,2.0,1,2,13.0,1
17670,83,106,3.0,1,8,12.0,1
17670,83,106,3.0,1,3,12.0,1
17670,83,126,68.0,1,1,4.0,1
17670,83,70,100.0,1,3,8.0,1
17671,130,162,7.0,2,8,5.0,1
17672,125,138,4.0,3,3,4.0,1
17673,157,116,1.0,1,3,8.0,1
17674,9,56,-36.0,1,1,18.0,2
17674,9,167,-33.0,1,2,25.0,2
17674,9,142,0.0,1,14,13.0,1
17674,9,142,0.0,1,4,13.0,1
17674,9,40,6.0,1,2,14.0,1
17674,9,28,14.0,1,2,15.0,1
17674,9,174,15.0,1,2,6.0,1
17674,9,55,36.0,1,2,5.0,1
17674,9,173,41.0,1,3,9.0,1
17674,9,11,44.0,1,8,10.0,1
17674,9,50,50.0,1,3,14.0,1
17674,9,50,50.0,1,2,34.0,1
17674,9,39,63.0,1,2,7.0,1
17675,142,92,9.0,1,12,5.0,1
17675,142,92,9.0,1,12,5.0,1
17675,142,112,27.0,1,1,13.0,1
17675,142,28,28.0,1,1,11.0,1
17675,142,28,28.0,1,1,11.0,1
17675,142,174,29.0,1,1,14.0,1
17676,65,78,47.0,2,11,4.0,1
17676,65,78,47.0,2,2,4.0,1
17677,96,119,1.0,1,6,17.0,1
17678,60,35,5.0,1,1,1.0,1
17678,60,35,5.0,1,1,1.0,1
17678,60,35,5.0,1,2,1.0,2
17679,405,77,222.0,2,9,4.0,1
17679,405,77,222.0,2,8,4.0,2
17680,108,102,7.0,1,3,17.0,2
17680,108,77,14.0,1,8,19.0,2
17680,108,36,22.0,1,2,10.0,2
17681,147,162,38.0,3,1,3.0,1
17681,147,162,38.0,3,3,3.0,1
17682,108,193,15.0,1,3,5.0,2
17682,108,106,51.0,1,3,10.0,1
17682,108,106,51.0,1,3,10.0,1
17682,108,49,69.0,1,1,4.0,1
17682,108,49,69.0,1,7,4.0,1
17683,62,9,6.0,1,2,5.0,1
17684,35,115,12.0,2,1,13.0,1
17684,35,118,19.0,2,6,9.0,1
17685,43,193,0.0,1,3,8.0,2
17686,169,27,20.0,2,1,4.0,1
17686,169,27,20.0,2,10,4.0,1
17687,221,135,4.0,2,11,56.0,1
17687,221,10,12.0,2,3,6.0,1
17688,110,90,6.0,1,8,11.0,1
17689,199,7,27.0,1,7,14.0,1
17690,169,9,8.0,1,2,5.0,1
17691,47,138,0.0,2,4,18.0,4
17691,47,34,1.0,2,2,9.0,1
17691,47,73,11.0,2,2,14.0,1
17691,47,40,13.0,2,1,12.0,1
17691,47,137,107.0,2,1,2.0,1
17692,140,25,107.0,3,1,6.0,1
17693,104,116,9.0,3,3,12.0,1
17694,104,80,6.0,2,6,12.0,1
17694,104,150,22.0,2,3,6.0,1
17695,89,39,4.0,1,3,12.0,1
17695,89,78,33.0,1,1,47.0,1
17695,89,78,33.0,1,11,47.0,1
17695,89,27,52.0,1,1,12.0,1
17696,127,7,38.0,1,7,6.0,1
17697,8,115,71.0,3,14,9.0,1
17698,159,125,49.0,3,2,9.0,1
17699,221,86,6.0,3,3,12.0,1
17700,3,78,5.0,3,3,30.0,1
17701,111,20,30.0,1,1,4.0,1
17701,111,20,30.0,1,7,4.0,1
17701,111,173,33.0,1,1,24.0,1
17701,111,6,35.0,1,1,11.0,1
17701,111,6,35.0,1,7,11.0,1
17701,111,125,67.0,1,1,8.0,1
17701,111,148,89.0,1,2,5.0,1
17702,156,54,8.0,3,8,31.0,2
17702,156,151,44.0,3,2,15.0,1
17702,156,98,82.0,3,2,72.0,1
17702,156,94,96.0,3,2,13.0,1
17702,156,22,138.0,3,6,5.0,1
17703,49,6,-1.0,3,4,13.0,1
17703,49,94,4.0,3,2,6.0,1
17703,49,94,4.0,3,1,7.0,1
17703,49,94,4.0,3,12,7.0,1
17703,49,84,5.0,3,3,9.0,1
17703,49,51,13.0,3,2,7.0,1
17703,49,39,19.0,3,1,2.0,1
17703,49,63,20.0,3,1,6.0,1
17703,49,159,59.0,3,6,6.0,1
17704,34,144,1.0,2,3,4.0,1
17705,104,21,5.0,1,1,5.0,1
17705,104,21,5.0,1,2,5.0,1
17706,105,154,-1.0,2,3,14.0,2
17706,105,154,-1.0,2,1,182.0,2
17707,14,70,5.0,1,3,20.0,1
17708,77,174,8.0,3,8,45.0,1
17708,77,174,8.0,3,8,45.0,1
17709,100,73,78.0,3,1,8.0,1
17710,175,36,33.0,2,6,7.0,2
17710,175,14,72.0,2,1,13.0,1
17710,175,33,75.0,2,1,11.0,1
17711,176,62,12.0,3,8,13.0,2
17712,79,174,0.0,1,3,8.0,1
17712,79,14,12.0,1,3,10.0,1
17713,38,16,3.0,2,4,19.0,1
17713,38,16,3.0,2,2,19.0,1
17714,13,25,9.0,2,2,7.0,1
17714,13,10,42.0,2,1,6.0,1
17714,13,10,42.0,2,2,6.0,1
17714,13,10,42.0,2,2,6.0,1
17715,142,13,16.0,1,8,3.0,1
17715,142,83,23.0,1,8,11.0,1
17715,142,83,23.0,1,7,11.0,1
17715,142,155,24.0,1,1,5.0,1
17716,182,122,15.0,3,2,8.0,2
17716,182,95,17.0,3,12,9.0,2
17716,182,179,28.0,3,2,12.0,3
17717,119,139,57.0,1,2,7.0,1
17717,119,14,83.0,1,8,17.0,1
17717,119,94,104.0,1,1,7.0,1
17717,119,115,121.0,1,1,4.0,1
17718,182,75,0.0,1,1,9.0,4
17719,169,82,7.0,3,3,10.0,1
17720,157,25,7.0,2,1,9.0,1
17720,157,25,7.0,2,1,9.0,1
17720,157,25,7.0,2,1,9.0,1
17720,157,25,7.0,2,3,9.0,1
17720,157,25,7.0,2,2,9.0,1
17720,157,96,21.0,2,1,5.0,1
17720,157,96,21.0,2,1,5.0,1
17721,32,22,13.0,1,7,2.0,1
17721,32,72,30.0,1,2,2.0,1
17722,10,89,14.0,3,7,11.0,1
17722,10,17,23.0,3,1,6.0,1
17722,10,17,23.0,3,8,6.0,1
17723,71,112,12.0,3,11,6.0,1
17723,71,112,12.0,3,2,6.0,1
17723,71,15,28.0,3,2,9.0,1
17724,206,81,0.0,1,3,16.0,2
17724,206,92,11.0,1,3,5.0,1
17724,206,188,14.0,1,3,17.0,1
17724,206,51,73.0,1,2,11.0,1
17725,104,71,19.0,1,3,5.0,1
17725,104,9,35.0,1,2,189.0,1
17726,331,42,31.0,1,1,16.0,2
17727,10,90,27.0,1,1,6.0,1
17727,10,90,27.0,1,2,6.0,1
17727,10,96,36.0,1,1,2.0,1
17727,10,18,38.0,1,1,7.0,1
17727,10,18,38.0,1,8,7.0,1
17727,10,18,38.0,1,2,7.0,1
17728,126,40,27.0,3,11,17.0,1
17728,126,40,27.0,3,11,17.0,1
17728,126,112,34.0,3,1,4.0,1
17729,98,96,19.0,3,1,5.0,1
17729,98,96,19.0,3,1,10.0,1
17730,85,115,112.0,1,2,11.0,1
17730,85,114,113.0,1,5,6.0,1
17731,327,165,34.0,2,8,8.0,1
17732,130,144,29.0,2,1,10.0,1
17733,94,106,7.0,1,2,59.0,1
17733,94,132,8.0,1,1,4.0,1
17733,94,65,11.0,1,3,6.0,1
17733,94,14,17.0,1,2,12.0,1
17734,229,214,1.0,3,3,17.0,3
17734,229,53,37.0,3,4,9.0,2
17734,229,195,51.0,3,8,16.0,2
17734,229,38,97.0,3,1,23.0,1
17734,229,38,97.0,3,8,23.0,1
17734,229,38,97.0,3,11,23.0,1
17734,229,142,98.0,3,2,6.0,1
17734,229,96,191.0,3,2,5.0,1
17735,6,16,18.0,3,2,12.0,1
17736,319,30,280.0,2,1,12.0,2
17736,319,17,382.0,2,1,2.0,1
17737,48,86,7.0,1,2,8.0,1
17738,35,21,16.0,1,1,8.0,1
17738,35,21,16.0,1,8,8.0,1
17738,35,21,16.0,1,8,8.0,1
17738,35,116,20.0,1,7,4.0,1
17738,35,60,24.0,1,1,4.0,1
17739,197,112,33.0,3,1,7.0,1
17739,197,86,126.0,3,1,15.0,1
17740,210,70,1.0,2,10,13.0,1
17741,7,83,6.0,1,2,10.0,1
17741,7,85,8.0,1,2,14.0,1
17741,7,112,10.0,1,1,13.0,1
17741,7,112,10.0,1,1,13.0,1
17741,7,32,20.0,1,1,11.0,1
17741,7,32,20.0,1,2,11.0,1
17742,270,137,2.0,2,2,2.0,1
17742,270,105,4.0,2,2,8.0,1
17743,90,207,-4.0,3,4,7.0,1
17743,90,94,-2.0,3,4,20.0,1
17744,69,109,9.0,2,3,9.0,1
17745,84,7,17.0,1,1,7.0,1
17746,29,104,6.0,1,1,16.0,2
17747,182,121,7.0,1,3,6.0,2
17747,182,76,8.0,1,11,10.0,2
17747,182,76,8.0,1,2,10.0,2
17747,182,117,20.0,1,2,7.0,2
17747,182,46,21.0,1,2,201.0,2
17747,182,158,22.0,1,2,14.0,2
17748,279,206,7.0,3,1,16.0,2
17749,82,15,38.0,1,7,13.0,1
17749,82,100,42.0,1,7,8.0,1
17750,20,13,44.0,1,2,539.0,1
17750,20,40,48.0,1,7,18.0,1
17751,156,111,51.0,3,2,4.0,1
17752,45,150,7.0,1,2,3.0,1
17753,288,84,115.0,3,2,8.0,1
17754,4,94,31.0,3,3,8.0,1
17755,352,9,439.0,4,8,6.0,1
17756,12,13,6.0,3,8,5.0,1
17756,12,173,45.0,3,3,32.0,1
17757,267,13,92.0,1,2,13.0,1
17757,267,25,169.0,1,3,6.0,1
17758,20,9,141.0,3,14,3.0,1
17759,224,44,18.0,1,3,4.0,1
17759,224,33,28.0,1,3,17.0,1
17760,233,89,9.0,3,1,2.0,1
17760,233,89,9.0,3,7,2.0,1
17761,21,147,33.0,3,2,7.0,1
17762,142,174,29.0,3,8,36.0,1
17763,84,127,15.0,3,2,6.0,1
17763,84,59,28.0,3,3,9.0,1
17764,288,14,93.0,3,2,60.0,1
17764,288,47,94.0,3,3,13.0,1
17764,288,108,103.0,3,2,7.0,1
17765,48,86,7.0,1,3,30.0,1
17766,310,140,51.0,2,7,13.0,2
17767,9,38,-1.0,1,4,6.0,1
17767,9,40,6.0,1,1,6.0,1
17767,9,40,6.0,1,3,6.0,1
17767,9,83,9.0,1,1,6.0,1
17768,13,89,1.0,1,3,5.0,1
17768,13,89,1.0,1,3,5.0,1
17768,13,182,4.0,1,3,7.0,1
17768,13,182,4.0,1,2,7.0,1
17769,158,82,4.0,2,2,3.0,1
17770,108,173,75.0,1,1,10.0,1
17771,10,94,-9.0,3,1,14.0,1
17771,10,69,-2.0,3,2,11.0,1
17771,10,16,2.0,3,3,7.0,1
17772,16,96,125.0,3,2,20.0,1
17773,2,137,48.0,3,1,10.0,1
17774,79,58,43.0,3,1,11.0,1
17774,79,58,43.0,3,1,11.0,1
17774,79,58,43.0,3,2,11.0,1
17775,61,32,94.0,3,1,9.0,1
17775,61,32,94.0,3,8,9.0,1
17775,61,32,94.0,3,11,9.0,1
17775,61,32,94.0,3,2,9.0,1
17776,120,113,17.0,3,3,3.0,1
17777,9,58,58.0,3,8,3.0,1
17778,41,65,26.0,2,10,19.0,1
17779,217,199,22.0,1,1,11.0,2
17780,20,54,2.0,3,2,6.0,2
17780,20,54,2.0,3,4,8.0,2
17780,20,155,52.0,3,1,4.0,1
17780,20,155,52.0,3,8,4.0,1
17781,41,24,13.0,1,2,5.0,1
17781,41,83,14.0,1,2,40.0,1
17781,41,83,14.0,1,2,40.0,1
17781,41,106,22.0,1,2,262.0,1
17781,41,132,23.0,1,3,31.0,1
17781,41,14,32.0,1,1,13.0,1
17781,41,14,32.0,1,11,13.0,1
17781,41,50,55.0,1,1,5.0,1
17781,41,82,103.0,1,2,5.0,1
17782,9,142,0.0,1,8,4.0,1
17783,69,82,6.0,2,3,5.0,1
17783,69,82,6.0,2,2,5.0,1
17784,191,80,4.0,1,2,8.0,1
17785,231,38,56.0,1,2,19.0,1
17786,78,76,1.0,1,3,11.0,2
17787,7,188,-5.0,2,12,4.0,1
17788,2,12,0.0,2,8,9.0,1
17789,45,27,32.0,3,1,12.0,1
17790,10,144,52.0,2,1,6.0,1
17791,54,109,16.0,2,3,6.0,1
17792,98,64,17.0,1,1,25.0,1
17792,98,64,17.0,1,3,25.0,1
17792,98,78,18.0,1,2,3.0,1
17793,35,114,13.0,2,7,17.0,1
17794,35,12,-1.0,2,4,15.0,1
17795,395,63,392.0,2,3,19.0,1
17795,395,115,393.0,2,2,5.0,1
17796,83,32,9.0,3,1,8.0,1
17796,83,115,51.0,3,14,9.0,1
17797,134,94,5.0,3,3,17.0,1
17797,134,58,15.0,3,2,6.0,1
17798,46,36,12.0,3,1,3.0,2
17798,46,36,12.0,3,2,3.0,1
17798,46,23,31.0,3,7,75.0,1
17798,46,24,32.0,3,1,25.0,1
17798,46,204,36.0,3,1,18.0,1
17798,46,112,37.0,3,1,5.0,1
17799,170,179,265.0,2,1,7.0,2
17800,213,163,23.0,3,1,11.0,2
17800,213,80,111.0,3,8,3.0,1
17801,8,24,14.0,3,2,39.0,1
17802,321,158,166.0,2,3,9.0,2
17803,83,55,22.0,1,8,6.0,1
17803,83,55,22.0,1,8,12.0,1
17803,83,17,66.0,1,8,3.0,1
17804,5,14,5.0,1,2,4.0,1
17805,157,24,-64.0,2,1,5.0,1
17805,157,155,-62.0,2,1,166.0,1
17805,157,155,-62.0,2,2,166.0,1
17805,157,52,4.0,2,2,3.0,1
17806,8,40,12.0,1,2,6.0,1
17806,8,23,13.0,1,2,12.0,1
17806,8,24,14.0,1,2,19.0,1
17806,8,83,15.0,1,1,35.0,1
17807,8,28,20.0,3,2,16.0,1
17807,8,55,42.0,3,2,13.0,1
17807,8,94,54.0,3,1,11.0,1
17808,77,6,36.0,3,2,9.0,1
17809,210,26,0.0,1,4,3.0,1
17810,128,63,22.0,1,1,10.0,1
17810,128,63,22.0,1,2,10.0,1
17810,128,115,23.0,1,3,10.0,1
17810,128,115,23.0,1,2,10.0,1
17810,128,115,23.0,1,1,13.0,1
17811,131,49,57.0,2,1,20.0,1
17811,131,49,57.0,2,6,20.0,1
17811,131,69,77.0,2,2,9.0,1
17812,61,75,1.0,3,8,16.0,5
17812,61,200,118.0,3,2,14.0,1
17812,61,17,151.0,3,11,10.0,1
17812,61,136,152.0,3,11,10.0,1
17812,61,162,158.0,3,8,6.0,1
17812,61,162,158.0,3,11,6.0,1
17812,61,162,158.0,3,2,6.0,1
17812,61,86,177.0,3,8,18.0,1
17813,168,121,118.0,2,3,8.0,2
17813,168,31,203.0,2,2,14.0,1
17814,12,40,10.0,2,1,18.0,1
17814,12,40,10.0,2,1,18.0,1
17814,12,51,61.0,2,6,19.0,1
17815,38,135,48.0,2,12,3.0,1
17816,114,114,42.0,1,7,4.0,1
17816,114,52,52.0,1,1,3.0,1
17817,103,71,28.0,1,1,3.0,1
17817,103,71,28.0,1,2,3.0,1
17818,5,98,12.0,3,14,22.0,1
17818,5,7,34.0,3,10,7.0,1
17818,5,115,43.0,3,8,24.0,1
17818,5,96,71.0,3,8,4.0,1
17819,88,84,13.0,3,1,5.0,1
17819,88,84,13.0,3,2,11.0,1
17820,108,132,52.0,2,10,21.0,1
17821,64,5,30.0,3,10,7.0,1
17822,88,115,29.0,2,14,2.0,1
17823,78,93,42.0,3,3,12.0,2
17823,78,177,49.0,3,2,11.0,2
17824,187,116,0.0,3,8,6.0,1
17824,187,116,0.0,3,3,6.0,1
17824,187,17,7.0,3,4,5.0,1
17824,187,17,7.0,3,3,7.0,1
17825,77,28,7.0,1,8,6.0,1
17826,113,113,16.0,2,3,3.0,1
17826,113,144,20.0,2,2,10.0,1
17826,113,144,20.0,2,6,10.0,1
17826,113,70,25.0,2,1,3.0,1
17827,76,11,10.0,1,3,11.0,1
